summary,theme,countries,lemmatized_tokens
The former leader of a hong kong proindependence group says he received up to hk from security officers per meeting to become an informant when he was released from jail in june. He fled to britain and sought political asylum in november.,Political Topics and Protests,['China'],"['former', 'leader', 'hong', 'kong', 'proindependence', 'group', 'say', 'received', 'hk', 'security', 'officer', 'per', 'meeting', 'become', 'informant', 'released', 'jail', 'june', 'fled', 'britain', 'sought', 'political', 'asylum', 'november', 'tony', 'chung', 'sentenced', 'month', 'prison', 'trying', 'separate', 'city', 'china', 'money', 'laundering', 'chung', 'charged', 'secession', 'sweeping', 'national', 'security', 'law', 'imposed', 'china', 'denied', 'bail', 'pleaded', 'guilty', 'said', 'thursday', 'dec', 'fled', 'britain', 'freed', 'formally', 'applied', 'political', 'asylum']"
Two trump organization companies have been found guilty of criminal tax fraud and falsifying business records. The company is not at risk of being dismantled because there is no mechanism under new york law that would dissolve the company. A felony conviction could impact its ability to do business or obtain loans or contracts.,Political Topics and Protests ,[],"['manhattan', 'jury', 'found', 'two', 'trump', 'organization', 'company', 'guilty', 'multiple', 'charge', 'criminal', 'tax', 'fraud', 'falsifying', 'business', 'record', 'connected', 'year', 'scheme', 'defraud', 'tax', 'authority', 'failing', 'report', 'pay', 'tax', 'compensation', 'top', 'executive', 'trump', 'corp', 'trump', 'payroll', 'corp', 'found', 'guilty', 'charge', 'faced', 'donald', 'trump', 'family', 'charged', 'case', 'former', 'president', 'mentioned', 'repeatedly', 'trial', 'prosecutor', 'connection', 'benefit', 'doled', 'certain', 'executive', 'including', 'companyfunded', 'apartment', 'car', 'lease', 'personal', 'expense', 'trump', 'organization', 'could', 'face', 'maximum', 'million', 'fine', 'sentenced', 'midjanuary', 'company', 'risk', 'dismantled', 'mechanism', 'new', 'york', 'law', 'would', 'dissolve', 'company', 'however', 'felony', 'conviction', 'could', 'impact', 'ability', 'business', 'obtain', 'loan', 'contract']"
Dish network left one of its retired satellites floating too low in space and has now been slapped with a fine by federal regulators. Dish settlement marks the first fine ever levied against a company for space debris.,Media and Communication,[],"['dish', 'network', 'left', 'one', 'retired', 'satellite', 'floating', 'low', 'space', 'slapped', 'fine', 'federal', 'regulator', 'federal', 'communication', 'commission', 'fcc', 'issued', 'penalty', 'dish', 'monday', 'saying', 'colorado', 'company', 'didnt', 'properly', 'dispose', 'defunct', 'direct', 'broadcast', 'satellite', 'known', 'echostar', 'dish', 'settlement', 'mark', 'first', 'fine', 'ever', 'levied', 'company', 'space', 'debris', 'fcc', 'official', 'said', 'satellite', 'operation', 'become', 'prevalent', 'space', 'economy', 'accelerates', 'must', 'certain', 'operator', 'comply', 'commitment', 'loyaan', 'egal', 'fcc', 'enforcement', 'bureau', 'chief', 'said', 'statement', 'breakthrough', 'settlement', 'making', 'clear', 'fcc', 'strong', 'enforcement', 'authority', 'capability', 'enforce', 'vitally', 'important', 'space', 'debris', 'rule']"
Twitter users criticized the social network for allowing the grisly images including of a bloodspattered child to spread virally across the platform after the shooting. The unusually graphic nature of the images drew sustained outcry from users and they threw a harsh spotlight on twitters content moderation practices.,media and communication,[],"['family', 'deserve', 'see', 'dead', 'relative', 'spread', 'across', 'twitter', 'everybody', 'see', 'm', 'holloway', 'said', 'interview', 'sunday', 'm', 'holloway', 'one', 'many', 'twitter', 'user', 'criticized', 'social', 'network', 'allowing', 'grisly', 'image', 'including', 'bloodspattered', 'child', 'spread', 'virally', 'across', 'platform', 'shooting', 'saturday', 'though', 'gruesome', 'image', 'become', 'common', 'social', 'medium', 'cellphone', 'camera', 'internet', 'connection', 'make', 'everyone', 'publisher', 'unusually', 'graphic', 'nature', 'image', 'drew', 'sustained', 'outcry', 'user', 'threw', 'harsh', 'spotlight', 'twitter', 'content', 'moderation', 'practice', 'curtailed', 'since', 'mr', 'musk', 'acquired', 'company', 'last', 'year']"
Su wenqiang admitted to charges of money laundering possessing proceeds from illegal remote gambling offences and lying to get work passes for himself and his wife more than s billion us billion in assets have been seized or frozen in relation to the case.,Financial Policies and Taxation ,"['Cambodia', 'Singapore']","['first', 'suspect', 'plead', 'guilty', 'singapore', 'largest', 'money', 'laundering', 'case', 'convicted', 'sentenced', 'month', 'jail', 'district', 'court', 'tuesday', 'apr', 'su', 'wenqiang', 'admitted', 'charge', 'money', 'laundering', 'possessing', 'proceeds', 'illegal', 'remote', 'gambling', 'offence', 'lying', 'get', 'work', 'pass', 'wife', 'billion', 'u', 'billion', 'asset', 'seized', 'frozen', 'relation', 'case', 'likely', 'make', 'one', 'largest', 'money', 'laundering', 'operation', 'world', 'su', 'among', 'suspect', 'arrested', 'simultaneous', 'police', 'raid', 'last', 'august', 'cambodian', 'national', 'whose', 'passport', 'state', 'fujian', 'nabbed', 'good', 'class', 'bungalow', 'along', 'lewis', 'road', 'bukit', 'timah']"
The purchase of a soundproof booth for environmental protection agency administrator scott pruitts office violated federal law. The government accountability office concluded monday that the purchase violated the antideficiency act.,Financial Policies and Taxation ,[],"['purchase', 'soundproof', 'booth', 'environmental', 'protection', 'agency', 'administrator', 'scott', 'pruitts', 'office', 'violated', 'federal', 'law', 'government', 'accountability', 'office', 'concluded', 'monday', 'gao', 'government', 'spending', 'watchdog', 'report', 'congress', 'cite', 'requirement', 'executive', 'branch', 'agency', 'must', 'notify', 'congress', 'spending', 'certain', 'office', 'improvement', 'epa', 'violated', 'statutory', 'requirement', 'also', 'conclude', 'epa', 'violated', 'antideficiency', 'act', 'report', 'violation', 'congress', 'president', 'required', 'law', 'gao', 'said', 'statement', 'one', 'attorney', 'julie', 'matta', 'gao', 'conclusion', 'outlined', 'letter', 'congressional', 'democrat', 'relate', 'legality', 'purchase', 'whether', 'booth', 'appropriate', 'use', 'taxpayer', 'dollar']"
 iranian court has sentenced prominent filmmaker mohammad rasoulof to jail time for collusion against national security. The director has been sentenced to eight years in prison but will only serve five.,Human Rights and Social Justice ,[],"['iranian', 'court', 'sentenced', 'prominent', 'filmmaker', 'mohammad', 'rasoulof', 'jail', 'time', 'collusion', 'national', 'security', 'lawyer', 'babak', 'paknia', 'said', 'may', 'rasoulofs', 'new', 'drama', 'seed', 'sacred', 'fig', 'due', 'premiere', 'main', 'competition', 'cannes', 'film', 'festival', 'may', 'director', 'sentenced', 'eight', 'year', 'prison', 'serve', 'five', 'mr', 'paknia', 'said', 'post', 'social', 'medium', 'platform', 'x', 'iranian', 'law', 'jail', 'sentence', 'run', 'concurrently', 'according', 'lawyer', 'verdict', 'confirmed', 'appeal', 'court', 'also', 'included', 'flogging', 'fine', 'confiscation', 'property', 'said', 'court', 'found', 'rasoulof', 'guilty', 'collusion', 'national', 'security', 'official', 'medium', 'iran', 'yet', 'publish', 'verdict']"
The european union said on thursday jul it was imposing restrictive measures against individuals and entities for human rights violations in afghanistan south sudan central african republic ukraine and russia. The taliban ministers of education and justice are among the six individuals sanctioned.,Human Rights and Social Justice ,"['Afghanistan', 'Sudan', 'Ukraine']","['european', 'union', 'said', 'thursday', 'jul', 'imposing', 'restrictive', 'measure', 'individual', 'entity', 'human', 'right', 'violation', 'afghanistan', 'south', 'sudan', 'central', 'african', 'republic', 'ukraine', 'russia', 'taliban', 'minister', 'education', 'justice', 'well', 'acting', 'taliban', 'chief', 'justice', 'afghanistan', 'supreme', 'court', 'among', 'six', 'individual', 'sanctioned', 'sexual', 'genderbased', 'violence', 'eu', 'said', 'statement', 'also', 'imposed', 'restrictive', 'measure', 'twelve', 'individual', 'five', 'entity', 'responsible', 'serious', 'human', 'right', 'violation', 'russia', 'referring', 'people', 'misused', 'facial', 'recognition', 'technology', 'arbitrary', 'arrest', 'politically', 'motivated', 'ruling', 'outspoken', 'kremlin', 'critic', 'like', 'alexei', 'navalny', 'vladimir', 'karamurza']"
Mr cameron criticized stockton rush the oceangate chief executive for never getting his tourist submersible certified as safe. Mr cameron cited its construction with carbonfiber composites as a design weakness.,"Science, Research, and Innovation",[],"['mr', 'cameron', 'strongly', 'criticized', 'stockton', 'rush', 'oceangate', 'chief', 'executive', 'piloted', 'submersible', 'disappeared', 'sunday', 'never', 'getting', 'tourist', 'submersible', 'certified', 'safe', 'noted', 'mr', 'rush', 'called', 'certification', 'impediment', 'innovation', 'agree', 'principle', 'mr', 'cameron', 'said', 'cant', 'take', 'stance', 'youre', 'putting', 'paying', 'customer', 'submersible', 'innocent', 'guest', 'trust', 'statement', 'vehicle', 'safety', 'design', 'weakness', 'titan', 'submersible', 'possible', 'cautionary', 'sign', 'passenger', 'mr', 'cameron', 'cited', 'construction', 'carbonfiber', 'composite', 'material', 'used', 'widely', 'aerospace', 'industry', 'weigh', 'much', 'less', 'steel', 'aluminum', 'yet', 'pound', 'pound', 'stronger', 'stiffer']"
 hungarian scientist katalin kariko and us colleague drew weissman who met in line for a photocopier before making mrna molecule discoveries that paved the way for covid vaccines won the nobel prize for medicine.,"Science, Research, and Innovation",['Sweden'],"['hungarian', 'scientist', 'katalin', 'kariko', 'u', 'colleague', 'drew', 'weissman', 'met', 'line', 'photocopier', 'making', 'mrna', 'molecule', 'discovery', 'paved', 'way', 'covid', 'vaccine', 'nobel', 'prize', 'medicine', 'monday', 'oct', 'laureate', 'contributed', 'unprecedented', 'rate', 'vaccine', 'development', 'one', 'greatest', 'threat', 'human', 'health', 'modern', 'time', 'swedish', 'awardgiving', 'body', 'said', 'latest', 'accolade', 'pair', 'prize', 'among', 'prestigious', 'scientific', 'world', 'selected', 'nobel', 'assembly', 'sweden', 'karolinska', 'institute', 'medical', 'university', 'come', 'million', 'swedish', 'crown', 'u', 'million', 'share']"
Communications blackout across much of the country in recent weeks in darfur. Some areas havent received any aid since the sudanese military and the rapid support forces rsf a paramilitary went to war almost a year ago.,Disaster and Crisis Management,['Sudan'],"['sudan', 'capital', 'hundred', 'thousand', 'people', 'face', 'daily', 'struggle', 'find', 'food', 'communal', 'kitchen', 'depend', 'threatened', 'dwindling', 'supply', 'communication', 'blackout', 'across', 'much', 'country', 'recent', 'week', 'darfur', 'area', 'havent', 'received', 'aid', 'since', 'sudanese', 'military', 'rapid', 'support', 'force', 'rsf', 'paramilitary', 'went', 'war', 'almost', 'year', 'ago', 'aid', 'agency', 'say', 'unable', 'deliver', 'food', 'many', 'area', 'wartorn', 'country', 'warning', 'hunger', 'set', 'worsen', 'sudan', 'apriljuly', 'lean', 'season', 'approach', 'time', 'year', 'food', 'availability', 'low', 'farmer', 'planting']"
 junior college student shannon chong was in class at pm two minutes before the end of a mathematics tutorial when she received a call from her mother. It ended up being the kind of call no one would ever want to receive shannons older sister had been killed in a road accident.,Disaster and Crisis Management,[],"['monday', 'apr', 'jurong', 'pioneer', 'junior', 'college', 'student', 'shannon', 'chong', 'class', 'pm', 'two', 'minute', 'end', 'mathematics', 'tutorial', 'received', 'call', 'mother', 'unusual', 'mother', 'housewife', 'call', 'school', 'hour', 'since', 'shannon', 'j', 'student', 'still', 'class', 'called', 'back', 'tutorial', 'ended', 'minute', 'later', 'ended', 'kind', 'call', 'one', 'would', 'ever', 'want', 'receive', 'shannon', 'older', 'sister', 'killed', 'road', 'accident', 'new', 'zealand', 'mother', 'relayed', 'news', 'phone', 'disbelief', 'suspecting', 'could', 'scam']"
The prosecutor requested year prison sentences for alfredo h and indrit k in the black eagle case related to a large drug trafficking operation she identified these two albanian nationals as the leaders of the criminal organisation.,Organized Crime and Trafficking ,['Albania'],"['thursday', 'brussels', 'criminal', 'court', 'prosecutor', 'requested', 'year', 'prison', 'sentence', 'alfredo', 'h', 'indrit', 'k', 'black', 'eagle', 'case', 'related', 'large', 'drug', 'trafficking', 'operation', 'identified', 'two', 'albanian', 'national', 'leader', 'criminal', 'organisation', 'responsible', 'drug', 'trafficking', 'operation', 'prosecution', 'evidence', 'includes', 'cocaine', 'seizure', 'conducted', 'throughout', 'investigation', 'launched', 'estimated', 'value', 'million', 'alfredo', 'h', 'pinpointed', 'one', 'operation', 'head', 'found', 'connection', 'italian', 'mafia', 'group', 'established', 'limburg', 'head', 'larger', 'organisation', 'based', 'majorca', 'implemented', 'modern', 'business', 'method', 'sharing', 'resource', 'workforce', 'equipment', 'explained', 'prosecutor']"
Lithuanian car thieves have been a nuisance in estonia for over a decade. aurimas skirgaila is regarded as one of the principal architects of a recent wave of car theft. It is the first time a lithuanian criminal has been convicted of creating a criminal organization.,Organized Crime and Trafficking ,"['Estonia', 'Lithuania']","['secret', 'lithuanian', 'car', 'thief', 'nuisance', 'estonia', 'decade', 'recent', 'conviction', 'aurimas', 'skirgaila', 'regarded', 'one', 'principal', 'architect', 'recent', 'wave', 'car', 'theft', 'estonia', 'tartu', 'county', 'court', 'mark', 'first', 'time', 'lithuanian', 'criminal', 'convicted', 'creating', 'criminal', 'organization', 'estonia', 'south', 'district', 'prosecutor', 'aro', 'siinmaa', 'said', 'proceeding', 'involving', 'lithuanian', 'car', 'thief', 'far', 'four', 'ruling', 'concerning', 'group', 'alone', 'numerous', 'person', 'tie', 'criminal', 'organization', 'proved', 'impossible', 'bring', 'estonia', 'various', 'reason', 'siinmaa', 'said', 'first', 'time', 'light', 'shed', 'success', 'estonian', 'authority', 'leader', 'group', 'found', 'guilty', 'court']"
South africa face england in Saturday's world cup semifinal. Ben okeeffe will officiate the second successive south africa knockout game. The new zealand official was jeered off and criticised by france captain antoine dupont for his officiating on sunday.,"Sports, Entertainment, and Leisure",['France'],"['appointment', 'referee', 'ben', 'okeeffe', 'second', 'successive', 'south', 'africa', 'knockout', 'game', 'world', 'cup', 'welcomed', 'semifinal', 'opponent', 'england', 'well', 'springbok', 'director', 'rugby', 'rassie', 'erasmus', 'said', 'tuesday', 'new', 'zealand', 'official', 'jeered', 'criticised', 'afterwards', 'france', 'captain', 'antoine', 'dupont', 'officiating', 'sunday', 'south', 'africa', 'narrowly', 'edged', 'host', 'quarterfinal', 'several', 'marginal', 'decision', 'going', 'springbok', 'way', 'world', 'rugby', 'raised', 'eyebrow', 'earlier', 'tuesday', 'naming', 'okeeffe', 'handle', 'saturday', 'semifinal', 'erasmus', 'said', 'unprecedented', 'referee', 'three', 'time', 'world', 'cup']"
Premier league clubs spent a combined m on agents and intermediaries in the months to february. Most of this money is leaving football infantino said in an instagram post.,"Sports, Entertainment, and Leisure",[],"['fifa', 'president', 'gianni', 'infantino', 'criticised', 'premier', 'league', 'club', 'spending', 'agent', 'head', 'football', 'world', 'governing', 'body', 'said', 'money', 'going', 'club', 'trained', 'developed', 'player', 'signed', 'abroad', 'premier', 'league', 'club', 'spent', 'combined', 'agent', 'intermediary', 'month', 'february', 'said', 'football', 'association', 'report', 'last', 'week', 'money', 'leaving', 'football', 'infantino', 'said', 'instagram', 'post', 'contrasted', 'euro', 'received', 'european', 'club', 'premier', 'league', 'player', 'brought', 'compensation', 'solidarity', 'payment']"
Hong kong singer shirley kwan announced on social media that she is quitting the entertainment industry. kwan is wellknown for her songs such as lovers underneath the stars and lost in the night.,Other,['Bhutan'],"['hong', 'kong', 'singer', 'shirley', 'kwan', 'shot', 'fame', 'hit', 'happy', 'love', 'announced', 'social', 'medium', 'quitting', 'entertainment', 'industry', 'kwan', 'wellknown', 'song', 'lover', 'underneath', 'star', 'lost', 'night', 'retired', 'briefly', 'give', 'birth', 'son', 'single', 'mother', 'disclosed', 'son', 'father', 'religious', 'teacher', 'bhutan', 'returned', 'show', 'business', 'signed', 'universal', 'music', 'however', 'happy', 'relationship', 'universal', 'criticising', 'company', 'social', 'medium']"
The fare increase has attracted negative reactions from some customers concerned with the timing of the fare increase in the middle of singapores battle with a second wave of infections grabs saride assistance to drivers also pales in comparison with enhanced rental rebates supported by the s million topup to the covid driver relief fund from may to endjune.,Other,['Singapore'],"['fare', 'increase', 'attracted', 'negative', 'reaction', 'customer', 'concerned', 'timing', 'fare', 'increase', 'middle', 'singapore', 'battle', 'second', 'wave', 'infection', 'grab', 'saride', 'assistance', 'driver', 'also', 'pale', 'comparison', 'enhanced', 'rental', 'rebate', 'supported', 'million', 'topup', 'covid', 'driver', 'relief', 'fund', 'may', 'endjune', 'interestingly', 'comfortdelgro', 'grab', 'closest', 'competitor', 'seized', 'opportunity', 'assure', 'customer', 'increasing', 'price', 'fact', 'comfort', 'tried', 'score', 'point', 'emphasising', 'giving', 'much', 'per', 'cent', 'rental', 'rebate', 'jun', 'possible', 'end', 'date', 'phase', 'heightened', 'alert']"
 washington is targeting individuals and two entities enabling irans uav production including engine types that power irans shahed variant uavs which were used in the apr attack. the united states and the united kingdom announced widespread sanctions against irans military drone program on thursday apr in response to its weekend attack against israel.,Military,['Israel'],"['united', 'state', 'united', 'kingdom', 'announced', 'widespread', 'sanction', 'iran', 'military', 'drone', 'program', 'thursday', 'apr', 'response', 'weekend', 'attack', 'israel', 'washington', 'targeting', 'individual', 'two', 'entity', 'enabling', 'iran', 'uav', 'production', 'including', 'engine', 'type', 'power', 'iran', 'shahed', 'variant', 'uavs', 'used', 'apr', 'attack', 'treasury', 'department', 'said', 'statement', 'referring', 'iran', 'unmanned', 'aerial', 'vehicle', 'program', 'tehran', 'launched', 'firstever', 'direct', 'military', 'attack', 'israel', 'late', 'saturday', 'retaliation', 'apr', 'air', 'strike', 'iranian', 'consulate', 'damascus', 'widely', 'blamed', 'israel', 'killed', 'seven', 'member', 'islamic', 'revolutionary', 'guard', 'corp', 'including', 'two', 'general']"
 south korea is the first country to sanction all the vessels but the new konk and unica the two were sanctioned by the european union in the sanctions also apply to two north koreans.,Military,[],"['south', 'korea', 'first', 'country', 'sanction', 'vessel', 'new', 'konk', 'unica', 'two', 'sanctioned', 'european', 'union', 'sanction', 'also', 'apply', 'two', 'north', 'korean', 'pak', 'kyongran', 'employee', 'korea', 'paek', 'sol', 'trading', 'corp', 'suspected', 'purchasing', 'used', 'vessel', 'bringing', 'refined', 'oil', 'north', 'korea', 'second', 'individual', 'min', 'myonghak', 'executive', 'risang', 'trading', 'allegedly', 'involved', 'sending', 'north', 'korean', 'worker', 'shiptoship', 'transfer', 'along', 'risang', 'trading', 'mangang', 'trading', 'co', 'yua', 'trading', 'designated', 'three', 'entity', 'subject', 'sanction']"
The us on monday mar imposed sanctions on a collection of fintech firms and people mostly in russia accused of enabling sanctions evasion. lawmakers and administration officials have voiced concerns that russia may be using cryptocurrency to avoid pain.,"Corporate and Business Topics, Government Actions and Regulations ",['Ukraine'],"['u', 'monday', 'mar', 'imposed', 'sanction', 'collection', 'fintech', 'firm', 'people', 'mostly', 'russia', 'accused', 'enabling', 'sanction', 'evasion', 'treasury', 'office', 'foreign', 'asset', 'control', 'sanctioned', 'firm', 'five', 'owned', 'already', 'sanctioned', 'person', 'people', 'either', 'helped', 'build', 'operate', 'blockchainbased', 'service', 'enabled', 'virtual', 'currency', 'payment', 'russian', 'financial', 'sector', 'thus', 'enabling', 'potential', 'sanction', 'evasion', 'according', 'u', 'treasury', 'included', 'monday', 'sanction', 'group', 'moscowbased', 'fintech', 'company', 'russia', 'uaebased', 'virtual', 'currency', 'exchange', 'among', 'others', 'lawmaker', 'administration', 'official', 'voiced', 'concern', 'russia', 'may', 'using', 'cryptocurrency', 'avoid', 'pain', 'avalanche', 'sanction', 'imposed', 'bank', 'oligarch', 'energy', 'industry', 'response', 'russia', 'february', 'invasion', 'ukraine']"
More people and companies in russia have been hit by us sanctions in the last decade than any country other than iran. with russia again massing troops and military equipment near the border with ukraine the us and its allies are weighing further sanctions.,"Government Actions and Regulations, International Relations and Trade ",['Ukraine'],"['since', 'u', 'imposed', 'travel', 'ban', 'asset', 'freeze', 'economic', 'restriction', 'hundred', 'russian', 'individual', 'company', 'part', 'multinational', 'effort', 'punish', 'president', 'vladimir', 'putin', 'government', 'alleged', 'troublemaking', 'beyond', 'border', 'online', 'russia', 'massing', 'troop', 'military', 'equipment', 'near', 'border', 'ukraine', 'u', 'ally', 'weighing', 'sanction', 'case', 'conflict', 'escalates', 'u', 'sanction', 'place', 'russia', 'people', 'company', 'russia', 'hit', 'u', 'sanction', 'last', 'decade', 'country', 'iran', 'including', 'business', 'magnate', 'close', 'political', 'ally', 'putin', 'banned', 'business', 'u', 'company', 'individual', 'making', 'transaction', 'dollar', 'socalled', 'sectoral', 'sanction', 'corporate', 'titan', 'rosneft', 'gazprom', 'group', 'sberbank', 'vtb', 'group', 'limit', 'ability', 'business', 'abroad', 'restriction', 'added', 'president', 'joe', 'biden', 'stop', 'u', 'financial', 'institution', 'participating', 'primary', 'market', 'russian', 'sovereign', 'debt']"
 united nations human rights chief volker turk denounced the rampant hunger and looming famine in gaza in a statement slammed by israel. turk said that the situation of hunger starvation and famine is a result of israels extensive restrictions on the entry and distribution of humanitarian aid and commercial goods.,"Legal and Crime Stories, Military",['Israel'],"['un', 'said', 'tuesday', 'mar', 'israel', 'severe', 'restriction', 'aid', 'warravaged', 'gaza', 'coupled', 'military', 'offensive', 'could', 'amount', 'using', 'starvation', 'weapon', 'war', 'would', 'war', 'crime', 'united', 'nation', 'human', 'right', 'chief', 'volker', 'turk', 'denounced', 'rampant', 'hunger', 'looming', 'famine', 'gaza', 'statement', 'slammed', 'israel', 'turk', 'said', 'situation', 'hunger', 'starvation', 'famine', 'result', 'israel', 'extensive', 'restriction', 'entry', 'distribution', 'humanitarian', 'aid', 'commercial', 'good', 'also', 'linked', 'displacement', 'population', 'well', 'destruction', 'crucial', 'civilian', 'infrastructure', 'said']"
The eruption of violence in equateur is closely linked to the longstanding socioeconomic and political tensions between the lobala and boba tribes. The conflict was sparked by localized tensions over access to fishing ponds between two ethnic groups.,"Government Actions and Regulations, Social Issues and Activism",['Congo'],"['eruption', 'violence', 'equateur', 'closely', 'linked', 'longstanding', 'socioeconomic', 'political', 'tension', 'lobala', 'boba', 'tribe', 'exemplifies', 'potential', 'instability', 'outside', 'drcs', 'conflictaffected', 'east', 'also', 'inability', 'congolese', 'government', 'respond', 'crisis', 'without', 'continued', 'support', 'monuc', 'tension', 'boba', 'lobala', 'center', 'around', 'dongo', 'important', 'commercial', 'trade', 'port', 'oubangui', 'river', 'dongo', 'historically', 'belongs', 'lobala', 'year', 'boba', 'increasingly', 'begun', 'control', 'town', 'economically', 'political', 'aspiration', 'growing', 'marginalization', 'lobala', 'ultimately', 'led', 'armed', 'rebellion', 'boba', 'larger', 'conflict', 'sparked', 'localized', 'tension', 'access', 'fishing', 'pond', 'two', 'ethnic', 'group', 'inyelle', 'manzaya', 'whose', 'grievance', 'date', 'back']"
A stream of people some fearing air strikes queued at a border crossing to flee myanmar early on friday apr. A day after the strategically vital town of myawaddy near thailand fell to antijunta resistance.,"International Relations and Trade, military","['Myanmar', 'Thailand']","['mae', 'sot', 'thailand', 'stream', 'people', 'fearing', 'air', 'strike', 'queued', 'border', 'crossing', 'flee', 'myanmar', 'early', 'friday', 'apr', 'day', 'strategically', 'vital', 'town', 'myawaddy', 'near', 'thailand', 'fell', 'antijunta', 'resistance', 'gaining', 'strength', 'loss', 'town', 'robs', 'junta', 'already', 'grappling', 'economy', 'free', 'fall', 'vital', 'earnings', 'border', 'trade', 'strengthening', 'rebel', 'group', 'karen', 'national', 'union', 'knu', 'led', 'assault', 'myawaddy', 'analyst', 'say', 'afraid', 'air', 'strike', 'said', 'moe', 'moe', 'thet', 'san', 'myawaddy', 'resident', 'crossed', 'thailand', 'son', 'five', 'year', 'old']"
It will be three years since myanmars armed forces known as the tatmadaw rejected the national league for democracys landslide election victory. The country soon descended into a bitter and costly civil war that shows no signs of ending. Both sides have vowed to fight on until they achieve an outright military victory.,"Political Topics and Protests, military",['Myanmar'],"['brisbane', 'feb', 'three', 'year', 'since', 'myanmar', 'armed', 'force', 'known', 'tatmadaw', 'rejected', 'national', 'league', 'democracy', 'landslide', 'election', 'victory', 'seized', 'power', 'country', 'soon', 'descended', 'bitter', 'costly', 'civil', 'war', 'show', 'sign', 'ending', 'side', 'vowed', 'fight', 'achieve', 'outright', 'military', 'victory', 'multifaceted', 'hydraheaded', 'opposition', 'movement', 'divided', 'many', 'political', 'issue', 'recent', 'month', 'managed', 'reach', 'unprecedented', 'level', 'cooperation', 'military', 'level', 'led', 'several', 'ethnic', 'armed', 'organisation', 'resulted', 'joint', 'coordinated', 'operation', 'two', 'third', 'country', 'string', 'military', 'success']"
Strikes by air tanks and artillery rocked sudans capital khartoum and the adjacent city of bahri on friday apr witnesses said mocking a hour truce extension announced by the army and a rival paramilitary force hundreds have been killed and tens of thousands have fled for their lives.,"International Relations and Trade, military",['Sudan'],"['khartoum', 'strike', 'air', 'tank', 'artillery', 'rocked', 'sudan', 'capital', 'khartoum', 'adjacent', 'city', 'bahri', 'friday', 'apr', 'witness', 'said', 'mocking', 'hour', 'truce', 'extension', 'announced', 'army', 'rival', 'paramilitary', 'force', 'hundred', 'killed', 'ten', 'thousand', 'fled', 'life', 'power', 'struggle', 'army', 'rapid', 'support', 'force', 'rsf', 'erupted', 'apr', 'disabled', 'internationally', 'backed', 'transition', 'toward', 'democratic', 'election', 'fighting', 'also', 'reawakened', 'twodecadeold', 'conflict', 'western', 'darfur', 'region', 'score', 'died', 'week', 'khartoum', 'area', 'heavy', 'gunfire', 'detonation', 'rattled', 'residential', 'neighbourhood', 'plume', 'smoke', 'rose', 'bahri']"
 armed groups and government forces committed human rights abuses including mass killings across cameroons anglophone regions and in the far north region. over people were internally displaced. separatists have violently enforced a boycott on education since continued to attack students.,"Social Issues and Activism, military",['Cameroon'],"['armed', 'group', 'government', 'force', 'committed', 'human', 'right', 'abuse', 'including', 'mass', 'killing', 'across', 'cameroon', 'anglophone', 'region', 'far', 'north', 'region', 'crisis', 'anglophone', 'region', 'continued', 'unabated', 'fifth', 'year', 'people', 'internally', 'displaced', 'anglophone', 'region', 'francophone', 'littoral', 'west', 'centre', 'region', 'august', 'least', 'million', 'people', 'need', 'humanitarian', 'aid', 'separatist', 'violently', 'enforced', 'boycott', 'education', 'since', 'continued', 'attack', 'student', 'education', 'professional', 'islamist', 'armed', 'group', 'boko', 'haram', 'increased', 'attack', 'far', 'north', 'region', 'january', 'april', 'killing', 'least', 'civilian', 'internally', 'displaced', 'august', 'responding', 'armed', 'conflict', 'government', 'force', 'also', 'responsible', 'violation', 'international', 'humanitarian', 'human', 'right', 'law', 'including', 'unlawful', 'killing', 'arbitrary', 'arrest']"
Four people killed during violence orchestrated by supporters of one of the countrys gang leaders who is wanted for extradition by the us. Government declared a state of emergency on sunday after supporters of christopher dudus coke attacked four police stations.,"Government Actions and Regulations, Legal and Crime Stories",['Jamaica'],"['large', 'area', 'jamaica', 'capital', 'kingston', 'barricaded', 'security', 'force', 'last', 'night', 'four', 'people', 'killed', 'violence', 'orchestrated', 'supporter', 'one', 'country', 'gang', 'leader', 'wanted', 'extradition', 'u', 'government', 'declared', 'state', 'emergency', 'sunday', 'supporter', 'christopher', 'dudus', 'coke', 'wanted', 'u', 'drug', 'weapon', 'trafficking', 'attacked', 'four', 'police', 'station', 'city', 'burning', 'one', 'ground', 'least', 'two', 'police', 'officer', 'one', 'soldier', 'one', 'civilian', 'killed', 'several', 'others', 'wounded', 'two', 'day', 'violence', 'last', 'night', 'automatic', 'rifle', 'fire', 'continued', 'dark', 'section', 'city', 'remained', 'barricaded', 'army', 'truck', 'attempting', 'clear', 'roadblock', 'red', 'hill', 'district']"
